date,time,name,flyer,url,host,city,region,source,style,labels
2026-01-06,20:30,TuesdayKiz,https://www2.salsa.ch/images/m/6a/6a47ac41bf113f7f4a7567abd0fcf9df8a4a5ffce520c7ff8a0b77636894ed42.jpg,https://www.latino.ch/events/tuesdaykiz-2026-01-06-kulturbistro-karl-schenk-bern-switzerland,KulturBistro - Karl Schenk,"Bern, Switzerland",Region Bern,latino.ch,K|S,
2026-01-06,21:00,Bachata Sensual Intermediate Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-06,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-06,21:00,Salsa Cubana Einsteigerkurs SC1a,https://www2.salsa.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/events/salsa-cubana-einsteigerkurs-sc1a-2026-01-06-salsarica-the-dance-factory-8005-zuerich,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,S,kurs
2026-01-07,18:00,Salsa Anfänger Intensivkurs – 5 Tage,https://www2.salsa.ch/images/m/22/22b630e696f6e201322f1e54ac9b9c5152cd8edb28885d2a2b7210d3e96b3708.jpg,https://www.latino.ch/venues/kc-dance-studio-4051-basel/events/2026-01-07,KC dance studio,4051 Basel,Region Basel,latino.ch,B|S,kurs
2026-01-07,18:30,Bachata Beginner Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-07,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs|party
2026-01-07,18:45,"Discofox ""Swing"" Kurs in St.Gallen mit Angelo & Sandra!!",https://www2.salsa.ch/images/m/6e/6ec58875d813b02d13d7f388385ff6e02225647ff309ecb11c3bcdcc9fa617a0.jpg,https://www.latino.ch/venues/pivot-9016-st-gallen/events/2026-01-07,Pivot,9016 St. Gallen,Ost Schweiz,latino.ch,,kurs|party
2026-01-07,18:50,Yoruba Wochenkurs in Luzern,https://www2.salsa.ch/images/m/fd/fd00d9bff13f564a83b32730f718c95c50d1ba91a9c9e0939f07be9a93178399.jpg,https://www.latino.ch/venues/salsa-y-mas-tanzstudio-6010-kriens/events/2026-01-07,Salsa y mas Tanzstudio,6010 Kriens,Zentral Schweiz,latino.ch,B|S,kurs
2026-01-07,19:00,Bachata Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/events/bachata-kurs-2026-01-07-ritmo-latino-wohlen,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,B,kurs
2026-01-07,19:45,Bachata Sensual Intermediate Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-07,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs|party
2026-01-07,20:00,Bachata Anfänger Intensivkurs – 5 Tage,https://www2.salsa.ch/images/m/22/22b630e696f6e201322f1e54ac9b9c5152cd8edb28885d2a2b7210d3e96b3708.jpg,https://www.latino.ch/venues/kc-dance-studio-4051-basel/events/2026-01-07,KC dance studio,4051 Basel,Region Basel,latino.ch,B|S,kurs
2026-01-07,20:00,Salsaare,https://www2.salsa.ch/images/m/84/841dcd85e00e7f3682b88f2e85fdeea05599359957f7664f1687fe4deca6b35a.jpg,https://www.latino.ch/events/salsaare-2026-01-07-lounge-schwellenmaetteli-bern,Lounge Schwellenmätteli,Bern,Region Bern,latino.ch,S,
2026-01-07,20:30,Bachata Sensual Wochenkurs in Luzern,https://www2.salsa.ch/images/m/fd/fd00d9bff13f564a83b32730f718c95c50d1ba91a9c9e0939f07be9a93178399.jpg,https://www.latino.ch/venues/salsa-y-mas-tanzstudio-6010-kriens/events/2026-01-07,Salsa y mas Tanzstudio,6010 Kriens,Zentral Schweiz,latino.ch,B|S,kurs
2026-01-07,20:30,SOCIAL DANCE NIGHT IN ST.GALLEN!!!,https://www2.salsa.ch/images/m/6e/6ec58875d813b02d13d7f388385ff6e02225647ff309ecb11c3bcdcc9fa617a0.jpg,https://www.latino.ch/venues/pivot-9016-st-gallen/events/2026-01-07,Pivot,9016 St. Gallen,Ost Schweiz,latino.ch,,kurs|party
2026-01-07,20:45,"Wednesday Flow Practica – Tanzen, Lachen, Geniessen!",https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-07,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs|party
2026-01-07,21:00,Bachata Sensual Advanced Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-07,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs|party
2026-01-07,21:00,SALSAMOODS,https://www2.salsa.ch/images/m/78/781c25afa1a332e8ce368ebee1dad2ea97ecf0953f2971878d411c2c2c47b050.jpg,https://www.latino.ch/events/salsamoods-2026-01-07-club-el-social-im-viadukt-10-8005-zuerich,Club el Social im Viadukt 10,8005 Zürich,Region Zürich,latino.ch,S,party
2026-01-08,18:00,Salsa Anfänger Intensivkurs – 5 Tage,https://www2.salsa.ch/images/m/22/22b630e696f6e201322f1e54ac9b9c5152cd8edb28885d2a2b7210d3e96b3708.jpg,https://www.latino.ch/venues/kc-dance-studio-4051-basel/events/2026-01-08,KC dance studio,4051 Basel,Region Basel,latino.ch,B|S,kurs
2026-01-08,18:30,Bachata Starter Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-08,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-08,19:00,Bachata Fusion Kurse in St.Gallen mit Franzi & Michl!!!,https://www2.salsa.ch/images/m/dc/dc2e00a89c4543e995c3121e55250b663a19149407bbb134938232a0d578e42b.jpg,https://www.latino.ch/venues/pivot-9016-st-gallen/events/2026-01-08,Pivot,9016 St. Gallen,Ost Schweiz,latino.ch,B,kurs
2026-01-08,19:00,Salsa Cubana Einsteigerkurs SC1b,https://www2.salsa.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/salsarica-the-dance-factory-8005-zurich/events/2026-01-08,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,S,kurs
2026-01-08,19:00,Salsa Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/venues/ritmo-latino-wohlen-16/events/2026-01-08,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,B|S,kurs
2026-01-08,19:45,Bachata Beginner Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-08,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-08,19:45,Salsa Cubana Starter,https://www2.salsa.ch/images/m/61/6167d2cc695bdcf861097c14bd7d35652a408a5cc2fcde91529bdc2f7e10a882.jpg,https://www.latino.ch/events/salsa-cubana-starter-2026-01-08-tausaal-6430-schwyz,Tausaal,6430 Schwyz,Zentral Schweiz,latino.ch,S,kurs
2026-01-08,20:00,Bachata Anfänger Intensivkurs – 5 Tage,https://www2.salsa.ch/images/m/22/22b630e696f6e201322f1e54ac9b9c5152cd8edb28885d2a2b7210d3e96b3708.jpg,https://www.latino.ch/venues/kc-dance-studio-4051-basel/events/2026-01-08,KC dance studio,4051 Basel,Region Basel,latino.ch,B|S,kurs
2026-01-08,20:00,► MI SALSA ◄ DJs Inmenso & Ñoño Jeden Donnerstag 2 Floors VIOR CLUB,https://www2.salsa.ch/images/m/83/837667d57690bea2c84b710066ea9238b80508487559a7a1fcd05d3049b8a102.jpg,https://www.latino.ch/events/mi-salsa-djs-inmenso-and-nono-jeden-donnerstag-2-floors-vior-club-2026-01-08-vior-club-8001-zurich,Vior Club,8001 Zürich,Region Zürich,latino.ch,B|S,
2026-01-08,20:15,Salsa & Bachata Practica Basel,https://www2.salsa.ch/images/m/b7/b7b739e1328c1e30ff4f55480d5a6562b6af2585e83606294d5541501e026687.jpg,https://www.latino.ch/events/salsa-und-bachata-practica-basel-2026-01-08-bailamos-salsa-basel,Bailamos Salsa,Basel,Region Basel,latino.ch,B|S,party
2026-01-08,20:30,Bachata Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/venues/ritmo-latino-wohlen-16/events/2026-01-08,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,B|S,kurs
2026-01-08,20:30,La Bola,https://www2.salsa.ch/images/m/02/02d03caf06c1d43e27e748a9cda626b569a6906ff46e564b53e793bbb3f839b3.jpg,https://www.latino.ch/events/la-bola-2026-01-08-tanz-tanzbar-zofingen-4800-zofingen,"""TANZ"" TanzBar Zofingen",4800 Zofingen,Region Solothurn & Aarau,latino.ch,B|K|S,party
2026-01-08,21:00,Bachata Sensual Intermediate Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-08,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-08,21:00,ENCANTO,https://www2.salsa.ch/images/m/09/0918f2551939bfa3a74a292df3b8459c4bd679ced2e08a324ebc322219fce3d9.jpg,https://www.latino.ch/events/encanto-2026-01-08-bungalow-2503-biel-strich-bienne,BUNGALOW,2503 Biel/Bienne,Region Bern,latino.ch,B|K|S,
2026-01-08,21:00,Salsa Cubana Einsteigerkurs SC1c,https://www2.salsa.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/salsarica-the-dance-factory-8005-zurich/events/2026-01-08,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,S,kurs
2026-01-08,21:00,SBK im Kulturbistro,https://www2.salsa.ch/images/m/7b/7b8233a22fe9e2c1e34281e0a7ae8c0c31b107f283badc028adce40af630fdf3.jpg,https://www.latino.ch/events/sbk-im-kulturbistro-2026-01-08-kulturbistro-karl-schenk-bern-switzerland,KulturBistro - Karl Schenk,"Bern, Switzerland",Region Bern,latino.ch,B|K|S,
2026-01-09,18:00,Men Style Basic,https://www2.salsa.ch/images/m/65/65e5c2cf3d23c6a1b3d26af2f0cd6b5aaa7464571e907f29fdb9102a36f2db35.jpg,https://www.latino.ch/venues/salsarica-the-dance-factory-8005-zurich/events/2026-01-09,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,B|S,kurs
2026-01-09,19:00,Salsa Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/events/salsa-kurs-2026-01-09-ritmo-latino-wohlen,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,S,kurs
2026-01-09,19:15,Lady Styling in Basel mit Kornélia,https://www2.salsa.ch/images/m/1d/1d5739f7fbdb2a5d05a042fadc27f3345c319566d5c636f58062e64ad2342819.jpg,https://www.latino.ch/events/lady-styling-in-basel-mit-kornelia-2026-01-09-salsa-revolucion-tanzschule-4053-basel,Salsa Revolución Tanzschule,4053 Basel,Region Basel,latino.ch,S,kurs
2026-01-09,19:30,Grats Schnupperkurs,https://www2.salsa.ch/images/m/65/65e5c2cf3d23c6a1b3d26af2f0cd6b5aaa7464571e907f29fdb9102a36f2db35.jpg,https://www.latino.ch/venues/salsarica-the-dance-factory-8005-zurich/events/2026-01-09,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,B|S,kurs
2026-01-09,21:00,Bachata Anfängerkurs,https://www2.salsa.ch/images/m/65/65e5c2cf3d23c6a1b3d26af2f0cd6b5aaa7464571e907f29fdb9102a36f2db35.jpg,https://www.latino.ch/venues/salsarica-the-dance-factory-8005-zurich/events/2026-01-09,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,B|S,kurs
2026-01-09,21:00,Basel Latin Weekender 2026,https://www2.salsa.ch/images/m/3c/3c9f2a7528a536e3052dae29888337769d00b5b7d9c2d6e78dd60fae1874d6ca.jpg,https://www.latino.ch/events/basel-latin-weekender-2026-2026-01-09-bailamos-salsa-basel,Bailamos Salsa,Basel,Region Basel,latino.ch,S,party
2026-01-09,21:00,FridayNight @ Bananenreiferei,https://www2.salsa.ch/images/m/13/13e85e36a33e39d7953e0488a78b18ff9b9dfc7c706e436636f150e123d3b37c.jpg,https://www.latino.ch/events/fridaynight-um-bananenreiferei-2026-01-09-salsarica-the-party-factory-8005-zuerich,Salsarica - The Party Factory,8005 Zürich,Region Zürich,latino.ch,B|K|S,party
2026-01-09,21:30,Suave Salsa Party,https://www2.salsa.ch/images/m/7c/7c40404543684341a3dc820a73f92425f23b1d6909b96926b8bc59906d213861.jpg,https://www.latino.ch/events/suave-salsa-party-2026-01-09-badener-tanzcentrum-5400-baden,Badener Tanzcentrum,5400 Baden,Region Solothurn & Aarau,latino.ch,B|K|S,party
2026-01-09,22:00,RED Friday,https://www2.salsa.ch/images/m/3a/3ab7880f36b3fc39ff6206e66adcec97a65fce729137b14a488c0f9efbd7db5d.jpg,https://www.latino.ch/events/red-friday-2026-01-09-bar-rouge-basel-bs,Bar Rouge,Basel BS,Region Basel,latino.ch,S,party
2026-01-09,22:30,Latín Hits Party,https://www2.salsa.ch/images/m/af/af818946bd51147e40fad6925aa962a0f67b0cb4d8371d2c1ff6ff1c5a47846e.jpg,https://www.latino.ch/events/latin-hits-party-2026-01-09-cuba-bar-bern-bern-be,CUBA BAR BERN,Bern BE,Region Bern,latino.ch,B|K|S,
2026-01-10,14:00,SON CUBANO für Anfänger:innen mit Vorkenntnissen,https://www2.salsa.ch/images/m/f6/f65c7320605b7c0c54c7ca9215e600b5e487901da1e9a0fc0336d0a0449b958b.jpg,https://www.latino.ch/venues/salsaflow-dc-4051-basel-1/events/2026-01-10,Salsaflow DC,4051 Basel,Region Basel,latino.ch,S,kurs
2026-01-10,15:30,AFROCUBANO für Anfänger:innen mit Vorkenntnissen,https://www2.salsa.ch/images/m/f6/f65c7320605b7c0c54c7ca9215e600b5e487901da1e9a0fc0336d0a0449b958b.jpg,https://www.latino.ch/venues/salsaflow-dc-4051-basel-1/events/2026-01-10,Salsaflow DC,4051 Basel,Region Basel,latino.ch,S,kurs
2026-01-10,20:30,Bachata Workshop mit Marc & Özlem,https://www2.salsa.ch/images/m/04/0469a1cf6b4ce334cd9585d777ac8f3ac8e27551634227722f8afa7a95703701.jpg,https://www.latino.ch/events/bachata-workshop-mit-marc-und-oezlem-2026-01-10-club-silbando-8005-zuerich,Club Silbando,8005 Zürich,Region Zürich,latino.ch,B,kurs
2026-01-10,20:30,Salsa Workshop mit Tiago & Valeria (ViveBailando),https://www2.salsa.ch/images/m/9b/9b551ab22992563f0236afa26fa081334a0f26aa1752f6b4feb2890682b07d23.jpg,https://www.latino.ch/events/salsa-workshop-mit-tiago-und-valeria-vivebailando-2026-01-10-club-silbando-8005-zuerich,Club Silbando,8005 Zürich,Region Zürich,latino.ch,S,kurs
2026-01-10,20:45,Noche Cubana mit Opening-Workshop (20.45 Uhr) und Party ab 21.30 Uhr,https://www2.salsa.ch/images/m/54/5435720863ed60cfd1375ef862c52d4f30e440802e7331f63a51d6f773b9da7d.jpg,https://www.latino.ch/events/noche-cubana-mit-opening-workshop-20-punkt-45-uhr-und-party-ab-21-punkt-30-uhr-2026-01-10-corrientes-basel-switzerland,Corrientes,"Basel, Switzerland",Region Basel,latino.ch,S,party
2026-01-10,21:00,Salsa - Night - The new one,https://www2.salsa.ch/images/m/97/9755e00a1703728338519fa23933fcc80a77b3d770f8b7a46d589b7eb9a9b7bf.jpg,https://www.latino.ch/events/salsa-night-the-new-one-2026-01-10-club-utopia-5000-aarau,Club Utopia,5000 Aarau,Region Solothurn & Aarau,latino.ch,B|S,kurs|party
2026-01-10,21:30,Fiesta Pasión - New Year's Special mit DJ Nico (ITA) - 2 Big Floors,https://www2.salsa.ch/images/m/be/be1de02d2d9ccaf15bd170d54a619b38198469f9c808e42859c132bd5b7b3cef.jpg,https://www.latino.ch/events/fiesta-pasion-new-years-special-mit-dj-nico-ita-2-big-floors-2026-01-10-club-silbando-8005-zuerich,Club Silbando,8005 Zürich,Region Zürich,latino.ch,B|K|S,party|show
2026-01-10,22:00,Abrazame- 3 Floorparty,https://www2.salsa.ch/images/m/41/41529d9238f2c98698aade0e5efe5e6aa35eee4feab17d8d9c5937ca9d1a8271.jpg,https://www.latino.ch/events/abrazame-3-floorparty-2026-01-10-salsadancers-tanzstudio-3005-bern-be,Salsadancers Tanzstudio,3005 Bern BE,Region Bern,latino.ch,B|K|S,party
2026-01-11,17:00,Bailaviva Salsa Sunday,https://www2.salsa.ch/images/m/59/59dd2acd3eb10defd4a72fce81bc0f551607142875fefc2aeba2dd1b5e3453a9.jpg,https://www.latino.ch/events/bailaviva-salsa-sunday-2026-01-11-restaurant-lo-im-kreuz-8645-jona-sg,"Restaurant LO! im Kreuz,",8645 Jona SG,Ost Schweiz,latino.ch,B|S,
2026-01-11,18:30,Salsa Einsteigerkurs in Luzern,https://www2.salsa.ch/images/m/ec/ec6a0f91376789bb17ea5169c48a0df7b0bf7d75bd1579affab67f58d709c45b.jpg,https://www.latino.ch/events/salsa-einsteigerkurs-in-luzern-2026-01-11-salsa-y-mas-tanzstudio-6010-kriens,Salsa y mas Tanzstudio,6010 Kriens,Zentral Schweiz,latino.ch,S,kurs
2026-01-11,18:30,Tarde Cubana im «Sternen» Bümpliz,https://www2.salsa.ch/images/m/f8/f85ff03c4f961a58925a4c63da29afa0fbb4aaf8d801f92c037d658f485c0459.jpg,https://www.latino.ch/events/tarde-cubana-im-sternen-buempliz-2026-01-11-sternensaal-buempliz-3018-bern,Sternensaal Bümpliz,3018 Bern,Region Bern,latino.ch,S,party
2026-01-11,19:00,Salsa Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/events/salsa-kurs-2026-01-11-ritmo-latino-aarau,Ritmo Latino,Aarau,Region Solothurn & Aarau,latino.ch,S,kurs
2026-01-12,18:00,Ladies Style Salsa & Bachata,https://www2.salsa.ch/images/m/ed/ed79bf4e393cafac1f762eb764f876fb74a7bf0cfca8ced5d39f519b27d62e31.jpg,https://www.latino.ch/events/ladies-style-salsa-und-bachata-2026-01-12-salsarica-the-dance-factory-8005-zuerich,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,B|S,kurs
2026-01-12,18:30,Bachata Sensual Advanced Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-12,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-12,18:50,Bachata Sensual Wochenkurs in Luzern,https://www2.salsa.ch/images/m/d9/d9c62c2ac1f537db356793beee6326c4700d67dcbbe0ec2fa167d705a8f2ff93.jpg,https://www.latino.ch/venues/salsa-y-mas-tanzstudio-6010-kriens/events/2026-01-12,Salsa y mas Tanzstudio,6010 Kriens,Zentral Schweiz,latino.ch,B|K|S,kurs
2026-01-12,18:50,Salsa Einsteigerkurs in Luzern,https://www2.salsa.ch/images/m/d9/d9c62c2ac1f537db356793beee6326c4700d67dcbbe0ec2fa167d705a8f2ff93.jpg,https://www.latino.ch/venues/salsa-y-mas-tanzstudio-6010-kriens/events/2026-01-12,Salsa y mas Tanzstudio,6010 Kriens,Zentral Schweiz,latino.ch,B|K|S,kurs
2026-01-12,19:00,Salsa Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/venues/ritmo-latino-wohlen-16/events/2026-01-12,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,B|S,kurs
2026-01-12,19:00,Salsa Social Kurs in St.Gallen,https://www2.salsa.ch/images/m/d9/d9db782ddba46c5ed6898291b06fc9a4000ed0ca5eb09f17cf48e50c8b68f136.jpg,https://www.latino.ch/events/salsa-social-kurs-in-st-punkt-gallen-2026-01-12-pivot-9016-st-gallen,Pivot,9016 St. Gallen,Ost Schweiz,latino.ch,S,kurs
2026-01-12,19:30,Lounge@Bananenreiferei,https://www2.salsa.ch/images/m/3e/3e507bd053fc83ae81824e1a343d2e1d0c7f94091300f7176048e83c0ac24a75.jpg,https://www.latino.ch/events/lounge-um-bananenreiferei-2026-01-12-salsarica-the-party-factory-8005-zuerich,Salsarica - The Party Factory,8005 Zürich,Region Zürich,latino.ch,B|S,party
2026-01-12,19:45,Bachata Lady Style by Svenja,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-12,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-12,19:45,Bachata Sensual Intermediate Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-12,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-12,20:30,Bachata Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/venues/ritmo-latino-wohlen-16/events/2026-01-12,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,B|S,kurs
2026-01-12,20:30,Kizomba Wochenkurs in Luzern,https://www2.salsa.ch/images/m/d9/d9c62c2ac1f537db356793beee6326c4700d67dcbbe0ec2fa167d705a8f2ff93.jpg,https://www.latino.ch/venues/salsa-y-mas-tanzstudio-6010-kriens/events/2026-01-12,Salsa y mas Tanzstudio,6010 Kriens,Zentral Schweiz,latino.ch,B|K|S,kurs
2026-01-12,21:00,Bachata Beginner Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-12,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-13,18:30,Bachata Starter Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-13,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-13,18:45,Reggaeton (Open Level),https://www2.salsa.ch/images/m/41/416d146a87c91b3f3fe98965a3b26ad44062698aa5c78d922572d03933845b3d.jpg,https://www.latino.ch/events/reggaeton-open-level-2026-01-13-kc-dance-studio-4051-basel,KC dance studio,4051 Basel,Region Basel,latino.ch,,kurs
2026-01-13,19:00,Bachata Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/venues/ritmo-latino-wohlen-16/events/2026-01-13,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,B|S,kurs
2026-01-13,19:00,Fiesta de la Salsa Mardis Fribourg,https://www2.salsa.ch/images/m/d8/d83972ef6a8f60283efa1fc2ce624827308d7649fccbfc557940fe06be8c457f.jpg,https://www.latino.ch/events/fiesta-de-la-salsa-mardis-fribourg-2026-01-13-cafe-des-grand-places-1700-fribourg,Café des Grand-places,1700 Fribourg,Region Bern,latino.ch,B|S,kurs|party
2026-01-13,19:30,"Bachata Beginner 0, AXcent Dance",https://www2.salsa.ch/images/m/32/321361451e2676cecd237477f1a93267ab7fe0af602161ae1a1f3b09323d6416.jpg,https://www.latino.ch/events/bachata-beginner-0-axcent-dance-2026-01-13-axcent-dance-zurich,AXcent Dance,Zurich,Region Zürich,latino.ch,B,kurs
2026-01-13,19:45,Bachata Beginner Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-13,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
2026-01-13,20:30,Pura Bachata Sensual,https://www2.salsa.ch/images/m/1a/1abd27f404ec6d3fdb6ce33b3533acf47a1cb19a73ad272b1653401214f17158.jpg,https://www.latino.ch/events/pura-bachata-sensual-2026-01-13-kulturbistro-karl-schenk-bern-switzerland,KulturBistro - Karl Schenk,"Bern, Switzerland",Region Bern,latino.ch,B|S,
2026-01-13,20:30,Salsa Kurs,https://www2.salsa.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/venues/ritmo-latino-wohlen-16/events/2026-01-13,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,B|S,kurs
2026-01-13,20:45,Bachata Schnupperlektion GRATIS,https://www2.salsa.ch/images/m/72/727513054937569e0a243b64a887fccaf915fe91f48159d800c1ca22eb068375.jpg,https://www.latino.ch/events/bachata-schnupperlektion-gratis-2026-01-13-flame-latino-4665-oftringen,Flame Latino,4665 Oftringen,Region Solothurn & Aarau,latino.ch,B,
2026-01-13,21:00,Bachata Sensual Intermediate Kurs Luzern,https://www2.salsa.ch/images/m/02/025e88391604543d42901e22b5ade216d8a3e76079310e1919f6e15954589ea9.jpg,https://www.latino.ch/venues/bachata-flow-lucerne-dance-company-6015-luzern/events/2026-01-13,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,B,kurs
