date,time,name,flyer,url,host,city,region,source,labels
2026-06-19,17:00,Die größte outdoor Salsa Bachata Party im BadibarZug Dj Giovanni freier Eintritt,https://www.latino.ch/images/m/df/df5468fca82acf25be8855a146481517d70c6d33be4193e85d24668eae2fb01a.jpg,https://www.latino.ch/events/die-groesste-outdoor-salsa-bachata-party-im-badibarzug-dj-giovanni-freier-eintritt-2026-06-19-badibar-zug,Badibar,Zug,Zentral Schweiz,latino.ch,
2026-06-19,18:00,::: NEU ::: Salsa Rooftop (Nähe Zürich),https://www.latino.ch/images/m/ca/ca5578df0c50a3641ba8f4751ddb6ef3e7f55e90dd0c43bd62c7e050f5046a3a.jpg,https://www.latino.ch/events/neu-salsa-rooftop-naehe-zuerich-2026-06-19-silo-rooftop-bar-8310-kemptthal,SILO Rooftop Bar,8310 Kemptthal,Ost Schweiz,latino.ch,openair|party
2026-06-19,18:00,Arena Salsa Open Air Party,https://www.latino.ch/images/m/7a/7afe3d20dcadbf5eff6f4e6106a0ddbef8c2761e730b91995e15e20fc074d2ff.jpg,https://www.latino.ch/events/arena-salsa-open-air-party-2026-06-19-tc-cis-solothurn-4503-solothurn,TC CIS SOLOTHURN,4503 Solothurn,Region Solothurn & Aarau,latino.ch,openair|party
2026-06-19,18:00,Bachata Footwork & Musicality,https://www.latino.ch/images/m/49/497bd347dfba3c376429dabab8543bf25410c8c4542f789ba2a8ca268b0a1c1e.jpg,https://www.latino.ch/venues/69de71f2f17311001fc2dde5/events/2026-06-19,DanceSquare22,8048 Zürich,Region Zürich,latino.ch,
2026-06-19,18:00,Freitags in Zürich Kubanische Tanzkurse mit Mijail Galano ( Son - Rumba - Timba - Casino),https://www.latino.ch/images/m/1c/1c88b956f22ca8aa61f833153c7b3794f576f1f1f53242aba0135ae61cd8641e.jpg,https://www.latino.ch/events/freitags-in-zurich-kubanische-tanzkurse-mit-mijail-galano-son-rumba-timba-casino-2026-06-19-studio-onespace-8001-zurich,Studio OneSpace,8001 Zürich,Region Zürich,latino.ch,
2026-06-19,18:00,KIT (Koordination - Isolation - Technik) Solokurs,https://www.latino.ch/images/m/c7/c7d31d26c9248361e44cfd3a9bef5f23889a6c97dc924fb7ba35e54133eeb351.jpg,https://www.latino.ch/events/kit-koordination-isolation-technik-solokurs-2026-06-19-salsarica-the-dance-factory-8005-zuerich,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-19,18:00,"Starter (von Null, ohne Erfahrung)",https://www.latino.ch/images/m/49/497bd347dfba3c376429dabab8543bf25410c8c4542f789ba2a8ca268b0a1c1e.jpg,https://www.latino.ch/venues/69de71f2f17311001fc2dde5/events/2026-06-19,DanceSquare22,8048 Zürich,Region Zürich,latino.ch,
2026-06-19,18:50,Bachata Beginner 2,https://www.latino.ch/images/m/49/497bd347dfba3c376429dabab8543bf25410c8c4542f789ba2a8ca268b0a1c1e.jpg,https://www.latino.ch/venues/69de71f2f17311001fc2dde5/events/2026-06-19,DanceSquare22,8048 Zürich,Region Zürich,latino.ch,
2026-06-19,18:50,Vive Bailando - Salsa & Bachata,https://www.latino.ch/images/m/41/41b3314822c175b4430b7166abdc3ded9b005bb2f0356bbc705d8c82c61690d5.jpg,https://www.latino.ch/events/vive-bailando-salsa-und-bachata-2026-06-19-united-dance-studio-8048-zuerich,United Dance Studio,8048 Zürich,Region Zürich,latino.ch,kurs
2026-06-19,19:00,All you can Dance Party in St. Gallen!!,https://www.latino.ch/images/m/50/509f63aa23e5070d294438f34aabed57d8f12d9f6d1144e4767fa18c83b37287.jpg,https://www.latino.ch/venues/64f5c5088d4cb80001995825/events/2026-06-19,Pivot,9016 St. Gallen,Ost Schweiz,latino.ch,
2026-06-19,19:00,Bachata Intermediate Technik,https://www.latino.ch/images/m/49/497bd347dfba3c376429dabab8543bf25410c8c4542f789ba2a8ca268b0a1c1e.jpg,https://www.latino.ch/venues/69de71f2f17311001fc2dde5/events/2026-06-19,DanceSquare22,8048 Zürich,Region Zürich,latino.ch,
2026-06-19,19:00,Kizomba Kurs in St. Gallen!!!,https://www.latino.ch/images/m/50/509f63aa23e5070d294438f34aabed57d8f12d9f6d1144e4767fa18c83b37287.jpg,https://www.latino.ch/venues/64f5c5088d4cb80001995825/events/2026-06-19,Pivot,9016 St. Gallen,Ost Schweiz,latino.ch,
2026-06-19,19:00,Outdoor Danceflow Night by Salsaflow DC - Workshop & Party (Salsa & Bachata),https://www.latino.ch/images/m/3b/3b52727a3825cd8f2f98b6c01692fc6c8e2b58f5506319afed914d6e7fe47259.jpg,https://www.latino.ch/events/outdoor-danceflow-night-by-salsaflow-dc-workshop-and-party-salsa-and-bachata-2026-06-19-park-im-grunen-4142-munchenstein,Park im Grünen,4142 Münchenstein,Region Basel,latino.ch,kurs|party
2026-06-19,19:00,Rueda Workshop mit Reynaldo Salazar,https://www.latino.ch/images/m/8c/8cd4521aba5705e1f39006489d6a8ce219f2e6eaab8a33bdc1bbb5bfb8c5fd7e.jpg,https://www.latino.ch/venues/58d11a644fce0e7852b15f49/events/2026-06-19,Sabor Latino,8400 Winterthur,Region Zürich,latino.ch,kurs|party
2026-06-19,19:00,Salsa Kurs,https://www.latino.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/events/salsa-kurs-2026-06-19-ritmo-latino-wohlen,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,kurs
2026-06-19,19:00,"Täglich Salsa-, Bachata- und Kizombakurse",https://www.latino.ch/images/m/db/db14097ef21a303f6834826c7299758a230b5da4cf0c9da5e17f57c5f5b5a963.jpg,https://www.latino.ch/events/taeglich-salsa-bachata-und-kizombakurse-2026-06-19-salsaole-5610-wohlen-ag,SalsaOlé,5610 Wohlen AG,Region Solothurn & Aarau,latino.ch,
2026-06-19,20:00,"Bachata Intermediate (gute Basis-Stufe, verbindet Basiselemente)",https://www.latino.ch/images/m/49/497bd347dfba3c376429dabab8543bf25410c8c4542f789ba2a8ca268b0a1c1e.jpg,https://www.latino.ch/venues/69de71f2f17311001fc2dde5/events/2026-06-19,DanceSquare22,8048 Zürich,Region Zürich,latino.ch,
2026-06-19,20:00,"Free openair salsa, bachata and kizomba 💃🕺. Bürkliplatz ⛲️, Zürich. Friday 20h",https://www.latino.ch/images/m/6b/6ba889392d686a3219bbf84531d8a04a45e0b01f6a147f49f29b4a5c4151bdc6.jpg,https://www.latino.ch/events/free-openair-salsa-bachata-and-kizomba-burkliplatz-zurich-friday-20h-2026-06-19-burkliplatz-8001-zurich,Bürkliplatz,8001 Zürich,Region Zürich,latino.ch,openair|party
2026-06-19,20:00,Friday Flow - Bachata & Salsa Party Lucerne,https://www.latino.ch/images/m/0f/0f0f49954b2d5c380d8acc61c755c7c1acd8da3eca6d41455dfa43e82301a11d.jpg,https://www.latino.ch/events/friday-flow-bachata-und-salsa-party-lucerne-2026-06-19-vegas-dance-club-luzern-6010-kriens,Vegas Dance Club Luzern,6010 Kriens,Zentral Schweiz,latino.ch,kurs|party
2026-06-19,20:00,SALSA & BACHATA - Viva la Fiesta mit DJ Theo,https://www.latino.ch/images/m/20/205f2b313552999c1579a3253edbd6c2c2526a01e5720bd3af38dbf1b7b527b0.jpg,https://www.latino.ch/events/salsa-und-bachata-viva-la-fiesta-mit-dj-theo-2026-06-19-rest-woods-6247-schoetz,Rest. Woods,6247 Schötz,Zentral Schweiz,latino.ch,party
2026-06-19,20:00,SALSA & BACHATA VIBES,https://www.latino.ch/images/m/24/246ad86b6695a2273ca8c40f8e09a9ffda29f879fb98688494b4a1a044965f38.jpg,https://www.latino.ch/events/salsa-und-bachata-vibes-2026-06-19-the-jungle-club-zuerich-switzerland,The Jungle Club,"Zürich, Switzerland",Region Zürich,latino.ch,kurs|party
2026-06-19,20:30,BACHATAMOODS mit DJ PEPE,https://www.latino.ch/images/m/4d/4db31207b94e302d12e3e3b74df62105073f12feaeb6207147513dfc007b40f5.jpg,https://www.latino.ch/events/bachatamoods-mit-dj-pepe-2026-06-19-kay-club-basel-klein-basel-switzerland,Kay Club Basel,"Klein-Basel, Switzerland",Region Basel,latino.ch,kurs|party
2026-06-19,20:30,Son Cubano Wochenkurs in Luzern,https://www.latino.ch/images/m/e3/e3301a2c0d1b511db6d2449b2fba09f5efd7a07f54d45793642ab8067f9ba441.jpg,https://www.latino.ch/events/son-cubano-wochenkurs-in-luzern-2026-06-19-salsa-y-mas-tanzstudio-6010-kriens,Salsa y mas Tanzstudio,6010 Kriens,Zentral Schweiz,latino.ch,kurs
2026-06-19,21:00,*** SABOR CARIBENÕ ***,https://www.latino.ch/images/m/9b/9b17f11f8eb1e174a901e5ebff9ea0bc51d79622e1fedd4cb4642fcf773570fd.jpg,https://www.latino.ch/events/etoile-etoile-etoile-sabor-cariben-etoile-etoile-etoile-2026-06-19-habana-cafe-fribourg,Habana Café,Fribourg,Region Bern,latino.ch,
2026-06-19,21:00,FridayNight @ Bananenreiferei,https://www.latino.ch/images/m/13/13e85e36a33e39d7953e0488a78b18ff9b9dfc7c706e436636f150e123d3b37c.jpg,https://www.latino.ch/events/fridaynight-um-bananenreiferei-2026-06-19-salsarica-the-party-factory-8005-zuerich,Salsarica - The Party Factory,8005 Zürich,Region Zürich,latino.ch,party
2026-06-19,21:00,Latino night mit dj theo,https://www.latino.ch/images/m/3b/3b5ba46618a22ca664f6bdb3120fcaf66cea3edce677783abbe3300b01b9d49e.jpg,https://www.latino.ch/events/latino-night-mit-dj-theo-2026-06-19-restaurant-woods-6247-schoetz,Restaurant woods,6247 schötz,Zentral Schweiz,latino.ch,
2026-06-19,21:00,NOCHE LATINA - Salsa y Bachata - mit unterschiedlichen DJ's,https://www.latino.ch/images/m/1b/1b38a6f226f00a3f878d90a982b023cdc5648fda7ef5f6254b44152e2352f736.jpg,https://www.latino.ch/venues/55102658766972712c3b0000/events/2026-06-19,El Correo,7000 Chur,Ost Schweiz,latino.ch,party
2026-06-19,21:00,Noche Latina - Salsa y Bachata im El Correo Chur,https://www.latino.ch/images/m/1b/1b38a6f226f00a3f878d90a982b023cdc5648fda7ef5f6254b44152e2352f736.jpg,https://www.latino.ch/venues/55102658766972712c3b0000/events/2026-06-19,El Correo,7000 Chur,Ost Schweiz,latino.ch,party
2026-06-19,21:00,Winti Bachata Night auf 2 Floors; mit Bachata + Rueda - Workshop.,https://www.latino.ch/images/m/8c/8cd4521aba5705e1f39006489d6a8ce219f2e6eaab8a33bdc1bbb5bfb8c5fd7e.jpg,https://www.latino.ch/venues/58d11a644fce0e7852b15f49/events/2026-06-19,Sabor Latino,8400 Winterthur,Region Zürich,latino.ch,kurs|party
2026-06-19,21:10,Bachata Influence,https://www.latino.ch/images/m/49/497bd347dfba3c376429dabab8543bf25410c8c4542f789ba2a8ca268b0a1c1e.jpg,https://www.latino.ch/venues/69de71f2f17311001fc2dde5/events/2026-06-19,DanceSquare22,8048 Zürich,Region Zürich,latino.ch,
2026-06-19,21:30,Eine Nacht voller Salsa,https://www.latino.ch/images/m/b1/b1af57179be037364dd0f1e6dd81443e5956f47fbeee4970fecfb87fe3dd195d.jpg,https://www.latino.ch/venues/66dc3ffbcd59040001b1fcd9/events/2026-06-19,KulturBistro - Karl Schenk,"Bern, Switzerland",Region Bern,latino.ch,party
2026-06-19,21:30,Salsa Party,https://www.latino.ch/images/m/b1/b1af57179be037364dd0f1e6dd81443e5956f47fbeee4970fecfb87fe3dd195d.jpg,https://www.latino.ch/venues/66dc3ffbcd59040001b1fcd9/events/2026-06-19,KulturBistro - Karl Schenk,"Bern, Switzerland",Region Bern,latino.ch,party
2026-06-19,22:30,Fiesta Latina,https://www.latino.ch/images/m/3d/3da6373a214e7ad1fb6873d17688fbd75a4abff45506aee18c18584be70f3591.jpg,https://www.latino.ch/events/fiesta-latina-2026-06-19-cuba-bar-bern-bern-be,CUBA BAR BERN,Bern BE,Region Bern,latino.ch,
2026-06-19,23:00,LATIN FRIDAY,,https://www.latino.ch/events/latin-friday-2026-06-19-maison25-8001-zuerich,Maison25,8001 Zürich,Region Zürich,latino.ch,
2026-06-20,11:00,Mambo Special,https://www.latino.ch/images/m/de/de3400e58d7bb09e92969391582a093fb30d9883dd79946af742745b229f9671.jpg,https://www.latino.ch/events/mambo-special-2026-06-20-tanzschule-danzarte-3018-bern,Tanzschule Danzarte,3018 Bern,Region Bern,latino.ch,kurs
2026-06-20,13:00,Kizomba Einsteiger Workshop,https://www.latino.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/54493156766972563b070000/events/2026-06-20,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-20,13:00,Salsa Cubana Einsteiger Workshop,https://www.latino.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/54493156766972563b070000/events/2026-06-20,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-20,15:00,Auswärtsspiel - Beachparty,https://www.latino.ch/images/m/95/95b5f9ef75c3f98ba49dbe3b9a958969ebde3f9ae0f5eccd3f68d089ae996008.jpg,https://www.latino.ch/events/auswaertsspiel-beachparty-2026-06-20-salsarica-the-party-factory-8005-zuerich,Salsarica - The Party Factory,8005 Zürich,Region Zürich,latino.ch,party
2026-06-20,15:00,Men Style Solo Workshop,https://www.latino.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/54493156766972563b070000/events/2026-06-20,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-20,15:00,Samstag in Basel Kubanisches Tanztraining mit Mijail Galano ( Men Style - Rumba - Son - Casino & Timba),https://www.latino.ch/images/m/50/5038312e09ca3b99e1c6e0cdbe3c657187d18297fbfaa3441f413b8de15cabcc.jpg,https://www.latino.ch/events/samstag-in-basel-kubanisches-tanztraining-mit-mijail-galano-men-style-rumba-son-casino-et-timba-2026-06-20-studio-rcc-basel,Studio: RCC,Basel,Region Basel,latino.ch,
2026-06-20,16:00,Ladies Style Solo Workshop,https://www.latino.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/54493156766972563b070000/events/2026-06-20,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-20,16:30,K-POP DANCE,https://www.latino.ch/images/m/aa/aaddba53691a36e303ad799ac5f7da5ed54f3b767f16d2b8d40d53fcfe4d93ac.jpg,https://www.latino.ch/events/k-pop-dance-2026-06-20-dance-spot-zurich-tanzschule-8152-opfikon,DANCE SPOT ZURICH Tanzschule,8152 Opfikon,Region Zürich,latino.ch,kurs
2026-06-20,18:00,Openair Salsa Biel-Bienne,https://www.latino.ch/images/m/0e/0e4b08a9c8a6299be6700f1cf23d7299d3508d7abab3571a9aa2f9f4a1319118.jpg,https://www.latino.ch/events/openair-salsa-biel-bienne-2026-06-20-joran-platz-bielersee-2503-biel-strich-bienne,Joran Platz (Bielersee),2503 Biel / Bienne,Region Bern,latino.ch,openair|party
2026-06-20,19:30,Bachata Village Party in St. Gallen!!!,https://www.latino.ch/images/m/f0/f0770cd2065ce0edfe6b319d3410612bd6428f64e3fc5ca6422b173537cf3211.jpg,https://www.latino.ch/events/bachata-village-party-in-st-gallen-2026-06-20-pivot-9016-st-gallen,Pivot,9016 St. Gallen,Ost Schweiz,latino.ch,
2026-06-20,19:45,Vive Bailando 2nd Anniversary,https://www.latino.ch/images/m/92/92eb801640ef82c33f24ff8e13f7ba4b08daccb5b35d86aaf5f8da86f2c4c2a4.jpg,https://www.latino.ch/events/vive-bailando-2nd-anniversary-2026-06-20-dancesquare-22-8048-zuerich,DanceSquare 22,8048 Zürich,Region Zürich,latino.ch,party
2026-06-20,20:00,Fête de la musique,https://www.latino.ch/images/m/1a/1a806b567d4ab6ada829735a948432ed44038aece7cef0915da791bc23fe48f2.jpg,https://www.latino.ch/events/fete-de-la-musique-2026-06-20-rue-de-bourgogne-60-2000-neuchatel-switzerland-2034-neuchatel,"rue de bourgogne 60 , 2000 Neuchâtel, Switzerland",2034 Neuchâtel,West Schweiz,latino.ch,
2026-06-20,20:30,"20.06.26 SALSA, BACHATA & KIZOMBA - WHITE PARTY!",https://www.latino.ch/images/m/99/997b74540c290de4619525740a62634ced1c364d3ca0f57e5b04da24899c075a.jpg,https://www.latino.ch/events/20-punkt-06-punkt-26-salsa-bachata-und-kizomba-white-party-2026-06-20-tropicana-5610-wohlen,Tropicana,5610 Wohlen,Region Solothurn & Aarau,latino.ch,party
2026-06-20,20:30,MERCADO LATINO,https://www.latino.ch/images/m/72/7293bad8e7927f5a85ddd1c4ccda841e42530b313dc7cd84e2292daf80174de2.jpg,https://www.latino.ch/events/mercado-latino-2026-06-20-markthalle-glarus-glarus,Markthalle Glarus,Glarus,Region Zürich,latino.ch,party
2026-06-20,21:00,"A Bailar Salsa, Bachata",https://www.latino.ch/images/m/71/71bfd56b7f7e67911e7aed3e122a25464f15ee1f74143f0231a3ba51555a7ca9.jpg,https://www.latino.ch/events/a-bailar-salsa-bachata-2026-06-20-sabor-latino-8400-winterthur,Sabor Latino,8400 Winterthur,Region Zürich,latino.ch,party
2026-06-20,21:00,Descarga Cubana,https://www.latino.ch/images/m/da/dace24aa5c91bef26954969bf84ecd502bd3490ce4685deb8c9b47bc37fe9e8c.jpg,https://www.latino.ch/events/descarga-cubana-2026-06-20-viento-sur-3012-bern,Viento Sur,3012 Bern,Region Bern,latino.ch,kurs|party
2026-06-20,21:00,Dimension Salsera,https://www.latino.ch/images/m/97/9733f268aee44c173a2f97de830f76ee86edf80911b8d06e7ad52a012410c433.jpg,https://www.latino.ch/events/dimension-salsera-2026-06-20-harmony-lounge-3014-bern,Harmony Lounge,3014 Bern,Region Bern,latino.ch,
2026-06-20,21:00,★ SALON CUBANO ★ Der Legendäre SALSA & BACHATA Event ★ Gast DJ Ashe,https://www.latino.ch/images/m/46/463fe24e2dc34aa364a350385fb7218bd70fa43a6de7011ba907daa9e253d5f0.jpg,https://www.latino.ch/events/salon-cubano-der-legendaere-salsa-und-bachata-event-gast-dj-ashe-2026-06-20-hotel-schweizerhof-6004-luzern-lu,Hotel Schweizerhof,6004 Luzern LU,Zentral Schweiz,latino.ch,party
2026-06-20,21:30,🔥 BACHATA FEVER 🔥 DJS Ssay & Lujo Workshop by Ramon & ElisaBananenreiferei (4 Floors),https://www.latino.ch/images/m/18/18214f5dff832a7bdc6432fb6ccc191fa5e834f1f4d487e6594e31ada6eed20a.jpg,https://www.latino.ch/events/bachata-fever-djs-ssay-and-lujo-workshop-by-ramon-and-elisabananenreiferei-4-floors-2026-06-20-bananenreiferei-zurich-switzerland,Bananenreiferei,"Zürich, Switzerland",Region Zürich,latino.ch,
2026-06-20,23:00,🔥🎶 PURA SALSA CLÁSICA – LA NOCHE DE LOS GRANDES ÉXITOS 🎶🔥,https://www.latino.ch/images/m/8b/8b83aff920bab5229aadba9ec9720ae3b0f687c76a9373d254f15a74b9c9f8c4.jpg,https://www.latino.ch/events/pura-salsa-clasica-la-noche-de-los-grandes-exitos-2026-06-20-iconico-basel-switzerland,Iconico,"Basel, Switzerland",Region Basel,latino.ch,
2026-06-21,11:00,"Sonntag in Bern Workshop Rumba Cubana mit Mijail Galano ( Yambú, Guaguancó, Columbia ) Men Style",https://www.latino.ch/images/m/43/432220baf5c75c261b33fd9f7e1ced22ced7a3f819600ec163fabb416c7c241c.jpg,https://www.latino.ch/events/sonntag-in-bern-workshop-rumba-cubana-mit-mijail-galano-yambu-guaguanco-columbia-men-style-2026-06-21-mijailgalano-point-ch-3007-bern,mijailgalano.ch,3007 Bern,Region Bern,latino.ch,
2026-06-21,13:00,Chachacha Einsteiger Workshop,https://www.latino.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/54493156766972563b070000/events/2026-06-21,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-21,13:00,Salsa Cubana Einsteiger Workshop,https://www.latino.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/54493156766972563b070000/events/2026-06-21,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-21,15:00,Men Style Solo Workshop,https://www.latino.ch/images/m/c1/c1d727936e56168161ba07805059d9518b880f80d8d9e004f64bd81db74317fa.jpg,https://www.latino.ch/venues/54493156766972563b070000/events/2026-06-21,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-21,16:00,Free - Salsa Openair in Micas Garten,https://www.latino.ch/images/m/ff/ff8fd3bd41c02af49ce12d74622853e99102080f2136d4c4cbf68591252d72c0.jpg,https://www.latino.ch/events/free-salsa-openair-in-micas-garten-2026-06-21-micas-garten-zurich-switzerland,Micas Garten,"Zürich, Switzerland",Region Zürich,latino.ch,
2026-06-21,18:00,Arena Open Air – Salsa & Bachata Edition,https://www.latino.ch/images/m/b8/b87e7ba9e81dc88557d06c0c6f47580c986c169ccead1c4af3c8dccd1b5d4b3d.jpg,https://www.latino.ch/events/arena-open-air-salsa-and-bachata-edition-2026-06-21-tc-cis-solothurn-4503-solothurn,TC CIS SOLOTHURN,4503 Solothurn,Region Solothurn & Aarau,latino.ch,kurs|openair|party
2026-06-21,18:00,CAPITAL Bachata,https://www.latino.ch/images/m/af/af9491e02b2064f119a966a58917f3e371e55bfd5f1250bf8594be2e21cfb391.jpg,https://www.latino.ch/events/capital-bachata-2026-06-21-stellwerk-bern-3012-bern,Stellwerk Bern,3012 Bern,Region Bern,latino.ch,
2026-06-21,18:00,Salsa y Pasion,https://www.latino.ch/images/m/95/954f3a6fe7d536741b673171ea423f0cb6d9beb17772527c1a10e89402d77d63.jpg,https://www.latino.ch/events/salsa-y-pasion-2026-06-21-blue-turtle-beach-3705-faulensee,Blue Turtle Beach,3705 Faulensee,Region Bern,latino.ch,live-musik|openair|party|show
2026-06-21,19:00,Jeden Sonntag ★ WELCOME TO THE SUNNY SIDE​ ★ SALSA & BACHATA SUNSET DANCE Party mit DJ Theo,https://www.latino.ch/images/m/33/33173afc24619824cc680b4651f77b7206368c6d8b9bbbdb18a7a977cac54282.jpg,https://www.latino.ch/events/jeden-sonntag-welcome-to-the-sunny-side-salsa-und-bachata-sunset-dance-party-mit-dj-theo-2026-06-21-strandbad-lido-6006-luzern,Strandbad Lido,6006 Luzern,Zentral Schweiz,latino.ch,openair|party
2026-06-21,19:00,"Täglich Salsa-, Bachata- und Kizombakurse",https://www.latino.ch/images/m/db/db14097ef21a303f6834826c7299758a230b5da4cf0c9da5e17f57c5f5b5a963.jpg,https://www.latino.ch/events/taeglich-salsa-bachata-und-kizombakurse-2026-06-21-salsaole-5610-wohlen-ag,SalsaOlé,5610 Wohlen AG,Region Solothurn & Aarau,latino.ch,
2026-06-21,20:10,Latintanz 50+,https://www.latino.ch/images/m/de/de5fcfe9a6c56d1bb7223b4a854197c28af17a662578c44f5644102943780a3d.jpg,https://www.latino.ch/events/latintanz-50-plus-2026-06-21-tanzschule-salsa-y-mas-kriens-switzerland,Tanzschule Salsa y mas,"Kriens, Switzerland",Zentral Schweiz,latino.ch,kurs
2026-06-22,17:15,Salsa Tanzkurs Basic Level 2 - in Solothurn,https://www.latino.ch/images/m/d9/d96288c5b6c73f20a5971b1e7db2e4bbe18e5fc925d56de81fa2ebf5999f4174.jpg,https://www.latino.ch/events/salsa-tanzkurs-basic-level-2-in-solothurn-2026-06-22-latinwelt-tanzschule-4500-solothurn,Latinwelt Tanzschule,4500 Solothurn,Region Solothurn & Aarau,latino.ch,kurs
2026-06-22,18:00,Ladies Style Salsa & Bachata Solokurs,https://www.latino.ch/images/m/7c/7cfee2625edc61e92303d8d74f7f8efabaaebde19dbaf95e1f1f507bd8dbbe1f.jpg,https://www.latino.ch/events/ladies-style-salsa-und-bachata-solokurs-2026-06-22-salsarica-the-dance-factory-8005-zuerich,SalsaRica - The Dance Factory,8005 Zürich,Region Zürich,latino.ch,kurs
2026-06-22,18:00,Montags in Bern Kubanische Tanzkurse mit Mijail Galano ( Son - Casino - Timba - Men Style),https://www.latino.ch/images/m/99/990259c7e6a22687549b32f163565ad97d26055d31dc77fb7e9df48f68998d6a.jpg,https://www.latino.ch/events/montags-in-bern-kubanische-tanzkurse-mit-mijail-galano-son-casino-timba-men-style-2026-06-22-mijailgalano-point-ch-3007-bern,mijailgalano.ch,3007 Bern,Region Bern,latino.ch,
2026-06-22,18:20,SALSA PARTNERWORK,https://www.latino.ch/images/m/82/8214705cd02e2809dc4c90e86d16f337db6334a77abbbb1ae865bb13b170e2e2.jpg,https://www.latino.ch/venues/69d65197f1731100137710f5/events/2026-06-22,DANCE SPOT ZURICH Tanzschule,8152 Opfikon,Region Zürich,latino.ch,kurs
2026-06-22,18:30,Bachata Beginner Ladies Only Kurs Luzern,https://www.latino.ch/images/m/52/529c3a825cd03c8e38e5bdddf49d43b8c0ddfa86ed5faedbc5a4ddf89fc9fc37.jpg,https://www.latino.ch/venues/665ba5e3cd590400018007ec/events/2026-06-22,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,kurs
2026-06-22,18:30,Bachata Footwork Solo Kurs,https://www.latino.ch/images/m/52/529c3a825cd03c8e38e5bdddf49d43b8c0ddfa86ed5faedbc5a4ddf89fc9fc37.jpg,https://www.latino.ch/venues/665ba5e3cd590400018007ec/events/2026-06-22,Bachata Flow - Lucerne Dance Company,6015 Luzern,Zentral Schweiz,latino.ch,kurs
2026-06-22,18:30,"Bachata Starter (von Null, ohne Erfahrung)",https://www.latino.ch/images/m/11/113bc7568759816ce72dfa6496fc7442372e5e9cbe82f7ef7476cc1ad31747c9.jpg,https://www.latino.ch/venues/69f0bf2bf173110013c2debc/events/2026-06-22,BachaSuave Studio,6343 Rotkreuz,Zentral Schweiz,latino.ch,
2026-06-22,18:50,Vive Bailando - Salsa & Bachata,https://www.latino.ch/images/m/41/41b3314822c175b4430b7166abdc3ded9b005bb2f0356bbc705d8c82c61690d5.jpg,https://www.latino.ch/events/vive-bailando-salsa-und-bachata-2026-06-22-dance-square-22-zuerich-switzerland,Dance Square 22,"Zürich, Switzerland",Region Zürich,latino.ch,kurs
2026-06-22,19:00,Salsa Kurs,https://www.latino.ch/images/m/04/0460520dd64ba7d8efd43d77cb6d9795838b3bdbd7634d0d210c50e0e9350bce.jpg,https://www.latino.ch/venues/672b796ecd590400010ad46d/events/2026-06-22,Ritmo Latino,Wohlen,Region Solothurn & Aarau,latino.ch,kurs
2026-06-22,19:00,"Täglich Salsa-, Bachata- und Kizombakurse",https://www.latino.ch/images/m/db/db14097ef21a303f6834826c7299758a230b5da4cf0c9da5e17f57c5f5b5a963.jpg,https://www.latino.ch/events/taeglich-salsa-bachata-und-kizombakurse-2026-06-22-salsaole-5610-wohlen-ag,SalsaOlé,5610 Wohlen AG,Region Solothurn & Aarau,latino.ch,
2026-06-22,19:20,BACHATA FUSION 2 (Fortgeschrittene),https://www.latino.ch/images/m/82/8214705cd02e2809dc4c90e86d16f337db6334a77abbbb1ae865bb13b170e2e2.jpg,https://www.latino.ch/venues/69d65197f1731100137710f5/events/2026-06-22,DANCE SPOT ZURICH Tanzschule,8152 Opfikon,Region Zürich,latino.ch,kurs
